bar_code,title,price,cost_price,count
1189536,"КОЛГОТКИ ""CONTE ELEGANT"" SOLO 40D 3-4",151.0,124.0,0
1853089,Газ.вода Источник Жизни 0.75л,20.0,15.0,0
1302181,ПРИПРАВА ОСТРОВ СПЕЦИЙ 20 Г,26.5,22.0,0
30374,Винстон,111.875,87.0,8
1160871,Pedigree сухой для взрослых собак всех пород 600г,110.0,78.0,0
6751917,Филип Морис компакт блю мрц.- 80.00=,72.1111111111,56.0,3
2676400,"ВОДА ГАЗ МАЙСКАЯ ХРУС 1,5Л ЭКСТРА СИТРО  1/6",33.1071428571,27.0,5
1244104,ХЛЕБ ТОСТОВЫЙ 450Г КОЛОС  1/8,43.2413793103,35.0,23
15305,"Спрайт 0,33",39.3636363636,31.0,4
1240760,чай брук бонд,63.0,56.0,0
1572537,Лампа накаливания Б 75Вт E27  Лисма,25.8,22.0,1
28353,"СЕМЕЧКИ ""БОГУЧАРСКИЕ"" 80 Г",20.1376811594,16.0,27
28354,СЕМЕЧКИ ПОДСОЛНЕЧНИКА БОГУЧАРСКИЕ 80Г С СОЛЬЮ 1/30,27.0,22.0,19
28355,СЕМЕЧКИ БОГУЧАРСКИЕ 150Г РОССИЯ   1/18,45.8591549296,37.0,14
1091268,"ЧИПСЫ ""РУССКАЯ КАРТОШКА"" КОПЧЕНЫЕ РЕБРЫШКИ 50ГР",35.4,29.0,1
1267399,48 КОПЕЕК ваф.стаканчик  шоколадный 150мл (Нестле) (30),36.8804347826,28.0,18
1138380,"ПИВО ""БАЛТИКА Экспортное №7"" 0,5Л АЛК. 5,4% Ж/Б",60.7916666667,46.0,4
32461,Ручка шариковая ErichKrause L30,31.0,24.0,0
1244878,"МУКА ""Старый Оскол""-оранж. мотив 2кг.",66.6666666667,52.0,0
1091279,"ЧИПСЫ К ПИВУ ""ЛЕЙС"" МАКС В АССОРТИМЕНТЕ 145 Г",93.2307692308,76.0,2
1085138,"СУХАРИКИ-ГРЕНКИ ""ЕМЕЛЯ"" СО ВКУСОМ ХРЕНА 40 Г",14.5,11.0,0
1494739,Сигареты Гламур Амбер,109.5,86.0,1
1281752,МОРОЖЕНОЕ ФРУКТОВЫЙ ДЕСЕРТ 70Г ЭСКИМО БХК  1/26,30.5555555556,25.0,12
7897,"ШОК.БАТОНЧИК ""БАУНТИ"" С МЯКОТЬЮ КОКОСА 55Г (32)",33.7,26.0,2
17359,скобы10,30.0,22.0,0
7904,"СИГАРЕТЫ ""РОТМАНС"" KS BLUE 1ШТ.",87.6,74.0,1
2373345,Шоколад молоч. NESQUIK с клуб. начинкой 100г,86.3333333333,70.0,0
1234661,Хрустим ТвистеR Микс Чикен_Бек 45г,23.3333333333,18.0,1
1492710,ТОМАТНЫЙ СОУС КРАСНОДАРСКИЙ 280Г СЕМИЛУКСКИЙ,42.0,35.0,1
48877,"ВОДА МИНЕРАЛЬН. ""ЕССЕНТУКИ № 17"" (ЕМВ) ГАЗ. (П/Б) 1,5Л",27.7777777778,21.0,1
7932,"МАЙОНЕЗ ""МАХЕЕВ"" С ЛИМОННЫМ СОКОМ 380Г",63.4285714286,52.0,1
1401275,"FRUTTIS ""CAMPINA""  СУПЕРЭКСТРА В АССОРТ. 8,0% 115Г.",24.0,19.0,0
7936,"СИГАРЕТЫ ""ВИНСТОН"" SUPER SLIMS BLUE 1ШТ.",109.023809524,87.0,33
2881835,Пломбир винильный + шоколадный,23.6,18.0,2
1534593,МАРГАРИН МОЛОЧНЫЙ 180Г 82% РУССКОЕ МОЛОКО ФОЛЬГА 1/100,22.0,17.0,0
1091338,СЫР ПЛАВЛЕНЫЙ ХОХЛАНД 140Г АССОРТИ СИНИЙ КРУГ 1/30,77.0,0.0,0
2297611,"СИГАРЕТЫ ""КИСС"" SS ЭНЕРДЖИ (53) мрц85",83.75,65.0,4
1101581,Филип Моррис компакт блю,77.6705882353,61.0,34
22303,фломастеры 6 цветов,54.5,39.0,0
1296528,"МОЛОКО ИВАН ПОДДУБНЫЙ ПЛЕНКА 2,5% 0,9Л ВОРОНЕЖ",47.1025641026,37.0,7
